WRIST_LX,WRIST_LY,WRIST_LZ,THUMB_CMC_LX,THUMB_CMC_LY,THUMB_CMC_LZ,THUMB_MCP_LX,THUMB_MCP_LY,THUMB_MCP_LZ,THUMB_IP_LX,THUMB_IP_LY,THUMB_IP_LZ,THUMB_TIP_LX,THUMB_TIP_LY,THUMB_TIP_LZ,INDEX_FINGER_MCP_LX,INDEX_FINGER_MCP_LY,INDEX_FINGER_MCP_LZ,INDEX_FINGER_PIP_LX,INDEX_FINGER_PIP_LY,INDEX_FINGER_PIP_LZ,INDEX_FINGER_DIP_LX,INDEX_FINGER_DIP_LY,INDEX_FINGER_DIP_LZ,INDEX_FINGER_TIP_LX,INDEX_FINGER_TIP_LY,INDEX_FINGER_TIP_LZ,MIDDLE_FINGER_MCP_LX,MIDDLE_FINGER_MCP_LY,MIDDLE_FINGER_MCP_LZ,MIDDLE_FINGER_PIP_LX,MIDDLE_FINGER_PIP_LY,MIDDLE_FINGER_PIP_LZ,MIDDLE_FINGER_DIP_LX,MIDDLE_FINGER_DIP_LY,MIDDLE_FINGER_DIP_LZ,MIDDLE_FINGER_TIP_LX,MIDDLE_FINGER_TIP_LY,MIDDLE_FINGER_TIP_LZ,RING_FINGER_MCP_LX,RING_FINGER_MCP_LY,RING_FINGER_MCP_LZ,RING_FINGER_PIP_LX,RING_FINGER_PIP_LY,RING_FINGER_PIP_LZ,RING_FINGER_DIP_LX,RING_FINGER_DIP_LY,RING_FINGER_DIP_LZ,RING_FINGER_TIP_LX,RING_FINGER_TIP_LY,RING_FINGER_TIP_LZ,PINKY_MCP_LX,PINKY_MCP_LY,PINKY_MCP_LZ,PINKY_PIP_LX,PINKY_PIP_LY,PINKY_PIP_LZ,PINKY_DIP_LX,PINKY_DIP_LY,PINKY_DIP_LZ,PINKY_TIP_LX,PINKY_TIP_LY,PINKY_TIP_LZ,WRIST_RX,WRIST_RY,WRIST_RZ,THUMB_CMC_RX,THUMB_CMC_RY,THUMB_CMC_RZ,THUMB_MCP_RX,THUMB_MCP_RY,THUMB_MCP_RZ,THUMB_IP_RX,THUMB_IP_RY,THUMB_IP_RZ,THUMB_TIP_RX,THUMB_TIP_RY,THUMB_TIP_RZ,INDEX_FINGER_MCP_RX,INDEX_FINGER_MCP_RY,INDEX_FINGER_MCP_RZ,INDEX_FINGER_PIP_RX,INDEX_FINGER_PIP_RY,INDEX_FINGER_PIP_RZ,INDEX_FINGER_DIP_RX,INDEX_FINGER_DIP_RY,INDEX_FINGER_DIP_RZ,INDEX_FINGER_TIP_RX,INDEX_FINGER_TIP_RY,INDEX_FINGER_TIP_RZ,MIDDLE_FINGER_MCP_RX,MIDDLE_FINGER_MCP_RY,MIDDLE_FINGER_MCP_RZ,MIDDLE_FINGER_PIP_RX,MIDDLE_FINGER_PIP_RY,MIDDLE_FINGER_PIP_RZ,MIDDLE_FINGER_DIP_RX,MIDDLE_FINGER_DIP_RY,MIDDLE_FINGER_DIP_RZ,MIDDLE_FINGER_TIP_RX,MIDDLE_FINGER_TIP_RY,MIDDLE_FINGER_TIP_RZ,RING_FINGER_MCP_RX,RING_FINGER_MCP_RY,RING_FINGER_MCP_RZ,RING_FINGER_PIP_RX,RING_FINGER_PIP_RY,RING_FINGER_PIP_RZ,RING_FINGER_DIP_RX,RING_FINGER_DIP_RY,RING_FINGER_DIP_RZ,RING_FINGER_TIP_RX,RING_FINGER_TIP_RY,RING_FINGER_TIP_RZ,PINKY_MCP_RX,PINKY_MCP_RY,PINKY_MCP_RZ,PINKY_PIP_RX,PINKY_PIP_RY,PINKY_PIP_RZ,PINKY_DIP_RX,PINKY_DIP_RY,PINKY_DIP_RZ,PINKY_TIP_RX,PINKY_TIP_RY,PINKY_TIP_RZ
733.2135772705078,611.8737173080444,-7.720159800328474e-08,706.9849395751953,588.9818143844604,0.007101644296199,678.8842010498047,585.974006652832,0.010029649361968,661.1936187744141,594.2197608947754,0.0117112649604678,650.8716583251953,606.2003087997437,0.0137521736323833,662.1788787841797,584.0906238555908,0.0018717483617365,630.0745010375977,583.6284685134888,0.0003310461470391,624.2845916748047,594.1808366775513,0.0022219691891223,632.0965194702148,601.1973237991333,0.0049901860766112,660.4679107666016,602.8305530548096,-0.001965555595234,626.7624664306641,615.6773042678833,-0.0035427233669906,630.0413131713867,620.9088563919067,3.7891732063144445e-05,640.1565551757812,619.3800401687622,0.0037918663583695,663.3891296386719,621.8842792510986,-0.0051569580100476,633.6691284179688,634.4920349121094,-0.0053281742148101,638.5185241699219,635.7748603820801,-0.0008832504972815,647.2396087646484,631.888747215271,0.0026816208846867,669.9264526367188,639.0178442001343,-0.0075616650283336,646.8074798583984,649.3954181671143,-0.0067490143701434,649.5871734619141,649.8116970062256,-0.0024017817340791,658.3797454833984,645.706672668457,0.0015762624097988,416.9266891479492,430.0137662887573,4.8638788996413496e-08,397.8744888305664,414.289026260376,0.0014763688668608,377.4113082885742,397.4611473083496,7.411433762172237e-05,362.5175476074219,384.7206974029541,-0.0024613603018224,350.42430877685547,376.7784833908081,-0.0047374530695378,362.2605895996094,393.8440704345703,-0.0012310764286667,359.9634552001953,373.2501983642578,-0.0086387265473604,366.5939331054688,360.6673336029053,-0.0140036661177873,374.2775344848633,354.8188304901123,-0.0168890468776226,366.9548797607422,396.1557483673096,-0.0050262105651199,369.6501159667969,373.4652042388916,-0.0107081513851881,378.4471130371094,360.6376361846924,-0.0134853785857558,386.7117309570313,353.4792923927307,-0.0153928315266966,375.5688095092773,398.8281726837158,-0.0092418789863586,379.487533569336,375.844087600708,-0.0144188841804862,388.3987426757813,362.63126850128174,-0.0149206928908824,396.535530090332,354.082510471344,-0.0149546982720494,387.9827499389648,401.6452646255493,-0.0135081242769956,389.929084777832,381.67675495147705,-0.0171060357242822,395.5950164794922,369.8418188095093,-0.0171146839857101,401.439094543457,360.91092109680176,-0.0166582949459552
727.6033020019531,601.6899061203003,-8.744906665469898e-08,704.0735626220703,580.1643419265747,0.0063024768605828,676.0597991943359,577.2096633911133,0.0089004077017307,658.7002563476562,586.1258411407471,0.0103934630751609,648.1554412841797,598.4303998947144,0.0122380005195736,658.2009887695312,575.2856826782227,0.0002866797731257,625.9956359863281,573.8648414611816,-0.0021400700788944,619.819221496582,586.1118936538696,-0.0006058526923879,626.4592361450195,594.4587564468384,0.0018270509317517,656.8559265136719,593.1287670135498,-0.0035040338989347,624.3328475952148,608.2842350006104,-0.0061315796338021,629.9542236328125,615.2512407302856,-0.00234144506976,639.9702453613281,613.7583446502686,0.0016197061631828,660.2164459228516,611.7038583755493,-0.006725728046149,632.6012802124023,627.6071262359619,-0.0080265095457434,640.2384948730469,630.0362205505371,-0.0028088681865483,649.0892791748047,625.7909917831421,0.001435043523088,667.1239471435547,628.4835863113403,-0.0092659145593643,644.8567962646484,642.0024347305298,-0.0089989369735121,649.3810272216797,643.7047576904297,-0.0042489687912166,657.8667449951172,639.4191026687622,3.225606997148134e-05,409.7955703735352,430.5747127532959,9.939843437223317e-08,393.235969543457,414.08273220062256,0.005493392702192,374.5381546020508,399.46924209594727,0.0048546767793595,361.8080139160156,387.32462882995605,0.0021601342596113,353.93489837646484,376.2898921966553,-0.0004017186583951,356.0504531860352,401.4528751373291,-0.001587567385286,337.8089141845703,382.5154495239258,-0.0094609363004565,344.2891311645508,366.34039878845215,-0.0137325320392847,355.0481414794922,359.1249775886536,-0.0149721903726458,359.89994049072266,403.4705829620361,-0.0077855037525296,344.55944061279297,379.54025745391846,-0.0145391132682561,354.99149322509766,363.1326484680176,-0.0166745223104953,366.61991119384766,357.48666286468506,-0.0167578198015689,368.7228775024414,405.18200397491455,-0.0138121312484145,359.94781494140625,380.8535957336426,-0.0193251315504312,370.07469177246094,365.199236869812,-0.0193438343703746,380.16284942626953,358.5769915580749,-0.0180983040481805,381.5415954589844,406.788067817688,-0.0193803627043962,378.6918640136719,386.2381410598755,-0.0229494273662567,384.6747970581055,372.36910343170166,-0.0223234426230192,392.2195434570313,364.9181842803955,-0.0207176897674798
725.8222961425781,591.7415714263916,-7.993009631945824e-08,700.7884979248047,570.8088397979736,0.005701910238713,671.6715240478516,568.8269662857056,0.0077296402305364,655.2879333496094,578.7651300430298,0.0086164101958274,645.98876953125,592.9089117050171,0.0098898336291313,654.2753601074219,565.5384922027588,-0.000253552221693,621.8460464477539,565.3167057037354,-0.003469701623544,614.6986770629883,579.0052843093872,-0.0023071430623531,621.2025833129883,588.6763000488281,4.697983604273759e-05,652.8246307373047,583.0967473983765,-0.0040710531175136,619.3526840209961,598.3586883544922,-0.0075732469558715,623.5425567626953,607.7005004882812,-0.0039573172107338,633.6965179443359,607.8034114837646,0.000185545446584,656.0796356201172,601.8113994598389,-0.0074883457273244,624.8954391479492,618.8565587997437,-0.0096865957602858,631.541748046875,624.1901636123657,-0.0045712781138718,641.2203216552734,621.1537742614746,-7.838433703000192e-06,662.9692077636719,618.583574295044,-0.0102830529212951,640.4957580566406,633.3161973953247,-0.0109585495665669,644.9440765380859,637.0651531219482,-0.0065811467356979,654.4075012207031,633.4401798248291,-0.0022417744621634,401.8022155761719,435.1090621948242,1.1638911701084e-07,388.02345275878906,419.4833707809448,0.0054395888000726,369.7769927978516,405.65913677215576,0.0054525835439562,358.14693450927734,394.24962043762207,0.0034114632289856,351.13903045654297,383.4021234512329,0.0011575309326872,354.4596099853516,407.3211193084717,0.0003016679547727,337.9738235473633,389.4559335708618,-0.0055940737947821,338.0924606323242,374.2550182342529,-0.009102321229875,342.68760681152344,365.191125869751,-0.0105179566890001,357.03163146972656,407.8115129470825,-0.0056290058419108,341.7552185058594,385.0771951675415,-0.0106556834653019,347.0804214477539,369.0011501312256,-0.0129318786785006,355.8355712890625,360.8420419692993,-0.0136425951495766,364.7653198242188,408.2189083099365,-0.0113322185352444,353.81370544433594,384.5323848724365,-0.0162496455013752,361.3282775878906,368.9779329299927,-0.017556307837367,370.5216979980469,360.4803085327149,-0.017592467367649,376.8000793457031,408.1371974945069,-0.0165222808718681,374.4368362426758,387.3226547241211,-0.0206861775368452,379.9941253662109,373.4064531326294,-0.0213348846882581,387.3270034790039,364.7421455383301,-0.0208920165896415
722.9159545898438,581.645393371582,-4.35126210618364e-08,698.1594848632812,561.5859889984131,0.0055902758613228,669.4535827636719,558.8478183746338,0.0080718901008367,653.1126403808594,568.1982564926147,0.0095237726345658,643.6711883544922,582.0918846130371,0.0114784687757492,651.3330078125,556.5589284896851,0.000465111574158,621.46728515625,551.7055892944336,-0.0027455885428935,612.58056640625,565.0243663787842,-0.0013976411428302,617.5180053710938,576.4674425125122,0.0015285863773897,649.8874664306641,572.9740905761719,-0.0027213597204536,618.3235168457031,588.8001537322998,-0.0050247511826455,617.4968719482422,601.9553804397583,-0.0004099487850908,624.3617248535156,606.591010093689,0.0046463003382086,653.4381103515625,591.2789869308472,-0.0056993444450199,623.9072036743164,609.5154333114624,-0.0078811645507812,622.790412902832,620.9356355667114,-0.0026705025229603,628.1589126586914,624.2329502105713,0.0026831617578864,660.1088714599609,608.433108329773,-0.0080159474164247,637.804069519043,623.6787414550781,-0.0090271458029747,636.0482025146484,630.1508903503418,-0.0048450385220348,641.58203125,629.8836135864258,0.0001056949913618,402.5025939941406,442.2889280319214,9.485290064503717e-08,388.81874084472656,429.88699436187744,0.0034329246263951,373.19374084472656,413.4360408782959,0.0032343813218176,363.1570434570313,400.165114402771,0.0014162478037178,357.77050018310547,388.2591962814331,-0.0005343286902643,360.9131240844727,412.7613687515259,0.0002809769066516,344.4702911376953,397.52376079559326,-0.0044149486348032,336.16912841796875,385.5142021179199,-0.0077700274996459,332.1398162841797,375.9394025802612,-0.0096497246995568,362.0083999633789,411.34602069854736,-0.0046072741970419,344.48116302490234,393.5930156707764,-0.0087393522262573,338.6051177978516,379.6483612060547,-0.0115824760869145,337.6034927368164,369.0748357772827,-0.0133005287498235,368.1624221801758,410.2282047271729,-0.0093918601050972,356.7404556274414,386.5785884857178,-0.0142746642231941,362.1212387084961,372.1968412399292,-0.0166015308350324,370.2754974365234,362.8220272064209,-0.017582681030035,378.6294937133789,408.6447143554688,-0.0138485496863722,377.1633529663086,388.2922410964966,-0.0179217122495174,382.2296142578125,376.0011148452759,-0.0190615896135568,389.2714691162109,367.90573596954346,-0.0192897077649831
717.1131896972656,571.2793636322021,-6.003516972441504e-08,691.2236785888672,552.0804119110107,0.0052550616674125,662.5932312011719,549.8778247833252,0.0068939332850277,644.6727752685547,558.6308813095093,0.0073412870988249,633.6248779296875,571.2512111663818,0.0081501640379428,646.3681030273438,546.9649028778076,-0.000677166332025,616.8867492675781,542.910304069519,-0.0045514269731938,608.3472061157227,556.3226795196533,-0.0042091556824743,613.3010864257812,568.8424158096313,-0.0021857244428247,646.7848968505859,563.4036254882812,-0.004342783242464,614.9946594238281,580.1490211486816,-0.0077196499332785,615.9383773803711,594.2594146728516,-0.0049271215684711,624.4648361206055,599.3372011184692,-0.0014625189360231,651.4534759521484,582.232346534729,-0.0077110016718506,621.5847396850586,600.3580713272095,-0.0105107501149177,621.795768737793,612.749662399292,-0.0072256182320415,629.4876861572266,616.5746641159058,-0.003501906292513,658.7450408935547,599.5400619506836,-0.0103735411539673,634.8605728149414,613.8776063919067,-0.0114177204668521,630.731201171875,621.1114597320557,-0.008414420299232,634.527702331543,621.7197847366333,-0.0047963778488337,402.7201843261719,448.2253217697144,8.07119207024698e-08,390.5704116821289,435.1943778991699,0.0034376450348645,376.26651763916016,418.022575378418,0.0034743659198284,367.4684143066406,404.80846881866455,0.0019067865796387,362.96142578125,392.9489850997925,0.000186634279089,364.4575881958008,416.9790458679199,0.0005740320193581,345.19588470458984,401.40021800994873,-0.0038812006823718,335.0657653808594,388.78971576690674,-0.0070083201862871,329.94529724121094,378.97454738616943,-0.0086904903873801,365.01991271972656,415.2567672729492,-0.0041040275245904,345.87120056152344,396.74652099609375,-0.0078071258030831,338.63990783691406,382.2386884689331,-0.0105708455666899,337.18616485595703,371.5648698806762,-0.012317331507802,370.2097702026367,413.78678798675537,-0.008673490025103,356.60850524902344,389.98735427856445,-0.0128940101712942,359.52545166015625,374.9726057052612,-0.0154388351365923,366.65435791015625,365.31004428863525,-0.0167361143976449,379.5068740844727,411.7260360717773,-0.0129437875002622,376.6501235961914,391.0399389266968,-0.0166062712669372,381.2242889404297,378.1388568878174,-0.0178710576146841,388.5126876831055,369.70848083496094,-0.0182805825024843
715.6706237792969,562.9534006118774,-4.9123308087928315e-08,690.3413391113281,543.6502504348755,0.0052648475393652,662.205810546875,540.8159494400024,0.0072414241731166,644.7856903076172,550.1890897750854,0.0082829687744379,634.6637725830078,563.2938480377197,0.0098537588492035,647.3770141601562,538.4238481521606,-0.001924502546899,616.1069869995117,532.6516485214233,-0.0058046113699674,607.130126953125,547.1984481811523,-0.0045963623560965,612.2561645507812,560.3580951690674,-0.0017752459971234,647.1463775634766,553.7720060348511,-0.0054583004675805,612.6950454711914,569.6842432022095,-0.0094076665118336,611.9577026367188,584.8383808135986,-0.0058479881845414,620.7358932495117,590.9835147857666,-0.0013965686084702,651.2122344970703,571.9509029388428,-0.0086089894175529,620.8477020263672,589.672064781189,-0.0116716790944337,619.8649597167969,602.7074718475342,-0.0075980345718562,626.6706466674805,607.4900007247925,-0.0029999767430126,658.1852722167969,589.195704460144,-0.0110472906380891,634.6733474731445,603.5030364990234,-0.0122376941144466,631.1801528930664,611.2968921661377,-0.0088452054187655,635.6570053100586,612.5305795669556,-0.0046933866105973,398.6366271972656,452.4345874786377,8.094409054137942e-08,384.0630722045898,440.700888633728,0.0039940178394317,369.5014953613281,422.9174566268921,0.0043944399803876,361.9375991821289,409.1424894332886,0.003106867428869,357.61585235595703,397.7019882202149,0.0015974431298673,359.1595458984375,419.86995220184326,0.0011749969562515,343.05389404296875,402.3965835571289,-0.0027503366582095,333.39080810546875,390.4639720916748,-0.0054505690932273,327.14183807373047,381.1820697784424,-0.0070214802399277,360.6013488769531,418.57468128204346,-0.003778490005061,343.90010833740234,398.6743640899658,-0.0073394593782722,335.9231185913086,385.3022003173828,-0.0100493831560015,331.746826171875,375.0611400604248,-0.0118310488760471,366.7578125,417.0794677734375,-0.0085730850696563,354.31453704833984,392.8504085540772,-0.0132659580558538,357.35015869140625,378.8295793533325,-0.0159293301403522,363.4524536132813,369.810791015625,-0.0171310994774103,376.9547653198242,414.81139183044434,-0.0129886893555521,374.21363830566406,392.9626750946045,-0.0169641505926847,379.6138381958008,380.4883003234863,-0.0182011015713214,387.296142578125,372.45429039001465,-0.0185503512620925
713.0354309082031,554.2172956466675,-3.575827278723409e-08,688.3293151855469,536.0335493087769,0.0050001530908048,660.3237915039062,533.8309192657471,0.0065230731852352,643.5551452636719,542.5341081619263,0.0069761285558342,633.3170318603516,555.1179599761963,0.007848790846765,645.9425354003906,530.8496761322021,-0.0020392048172652,615.6227111816406,525.1087188720703,-0.0065439757890999,606.1335372924805,539.9030542373657,-0.0061417450197041,610.4325103759766,554.1592741012573,-0.0037461046595126,646.3548278808594,545.9605121612549,-0.0056009804829955,612.7041244506836,560.6201791763306,-0.0090459138154983,610.4000473022461,574.7037506103516,-0.0054748491384088,618.2271575927734,581.3388919830322,-0.0011488950112834,650.8156585693359,563.6995267868042,-0.0089018382132053,621.7331695556641,580.9594774246216,-0.0114604933187365,618.8822937011719,593.2116794586182,-0.0072634383104741,624.5459365844727,598.5052871704102,-0.002718302886933,657.8342437744141,580.5749130249023,-0.0115930372849106,635.6612777709961,595.0154113769531,-0.012485371902585,630.9425735473633,602.8976726531982,-0.0090247811749577,634.0832138061523,605.1518869400024,-0.0048502278514206,397.9823303222656,457.2951364517212,9.432586978164181e-08,384.9924087524414,444.7642421722412,0.0027340045198798,371.5258407592773,426.2557125091553,0.0020631239749491,364.0496826171875,411.425199508667,-0.0001319517323281,360.1327514648437,398.9150762557984,-0.0024972269311547,361.0350799560547,424.310359954834,-0.0010935723548755,342.07035064697266,405.58287620544434,-0.0066353995352983,334.7481918334961,390.3792572021485,-0.0102516962215304,332.8900909423828,379.5327472686768,-0.0120045756921172,361.7940902709961,422.0353317260742,-0.0056184828281402,343.1048583984375,399.8774528503418,-0.0103701809421181,338.8237762451172,383.3659029006958,-0.0133495004847645,340.6182861328125,372.3048162460327,-0.0149523764848709,367.3735046386719,420.0927257537842,-0.0100906360894441,352.6411437988281,394.3784093856812,-0.0148819312453269,356.2999725341797,378.6381769180298,-0.0175488125532865,364.5484161376953,369.1061639785767,-0.0187625158578157,377.3564529418945,417.7535390853882,-0.0143143851310014,374.38793182373047,396.130256652832,-0.0181574970483779,379.2320251464844,382.9865312576294,-0.0194327142089605,386.8126678466797,374.88561630249023,-0.0197934098541736
709.1847229003906,549.0137243270874,-3.809601878401736e-08,685.7447814941406,530.534462928772,0.0043199257925152,658.5403442382812,528.0957126617432,0.0053375368006527,640.8330535888672,537.3736667633057,0.0055407215841114,630.1750946044922,549.9515104293823,0.0062214434146881,643.8536071777344,525.4805374145508,-0.0043602283112704,612.9579544067383,519.8206472396851,-0.0087159164249897,603.4081268310547,534.3633270263672,-0.0075246174819767,607.80517578125,548.0282163619995,-0.0045280344784259,644.3708038330078,539.9829196929932,-0.0074358941055834,611.4082717895508,554.3789148330688,-0.0110355746001005,608.7296295166016,568.73122215271,-0.0068623148836195,616.2851333618164,575.8794593811035,-0.0019306184258311,648.9237976074219,557.1878957748413,-0.0101227797567844,619.6851348876953,574.5027780532837,-0.0130073335021734,617.0338439941406,587.0534992218018,-0.008176396600902,623.0627822875977,592.8556537628174,-0.0029283408075571,656.0240173339844,573.6361885070801,-0.0122039820998907,634.0341186523438,588.604245185852,-0.0140295531600713,628.6445617675781,597.1740961074829,-0.0108658447861671,631.2666320800781,600.2229309082031,-0.0065266154706478,394.354248046875,460.6189298629761,1.183612212685148e-07,379.7935104370117,450.9215641021729,0.0037091358099132,365.97267150878906,431.69042587280273,0.0029603063594549,360.2903366088867,416.5884304046631,0.0002567205810919,359.4580078125,403.0382537841797,-0.0026670731604099,356.5894317626953,428.1764316558838,-0.0014237617142498,337.55271911621094,403.6965322494507,-0.0078590102493762,334.1004180908203,385.592737197876,-0.0114282192662358,336.1709976196289,373.52614402771,-0.0128505639731884,357.9671859741211,425.4447412490845,-0.0068135429173707,340.03395080566406,398.0255270004273,-0.0124696101993322,340.8915328979492,379.19968128204346,-0.0150852054357528,347.1988296508789,368.4063863754273,-0.0159250441938638,364.7599411010742,423.1233215332031,-0.0121385073289275,351.533317565918,392.7957344055176,-0.0176736451685428,359.98565673828125,376.5503025054932,-0.0193253923207521,371.0791397094727,368.7169647216797,-0.0192610714584589,376.25221252441406,420.222544670105,-0.017193267121911,374.0840911865234,396.18463039398193,-0.0218028929084539,380.7680130004883,383.26269149780273,-0.022866416722536,388.9043045043945,376.54369354248047,-0.0226025320589542
706.1159515380859,543.2045316696167,-2.855678715718568e-08,681.1373138427734,525.9718322753906,0.0055496441200375,654.2654418945312,523.7881708145142,0.0070513342507183,637.6311111450195,532.2833919525146,0.0075411605648696,627.2176361083984,544.3937587738037,0.008500481955707,640.9233856201172,521.6796541213989,-0.0024107648059725,610.9782409667969,517.116379737854,-0.0063332938589155,603.210563659668,531.3694667816162,-0.0049651833251118,608.4008026123047,544.7237348556519,-0.0017735507572069,642.1827697753906,535.8587121963501,-0.0059236320666968,609.9945449829102,549.8759365081787,-0.0090385964140295,606.6053771972656,563.7360906600952,-0.0047452365979552,613.1748580932617,571.2849855422974,0.0003448558563832,646.9333648681641,552.878851890564,-0.0090242680162191,619.6291732788086,571.0906648635864,-0.0113039929419755,616.3481521606445,582.7866840362549,-0.0061753788031637,621.2002182006836,588.4887599945068,-0.0006886086193844,653.929443359375,569.3199348449707,-0.0114539396017789,631.9477081298828,584.7506189346313,-0.0123707810416817,626.367301940918,592.7414560317993,-0.0085828676819801,628.1266021728516,595.7762145996094,-0.0038581197150051,389.43775177001953,455.16765117645264,1.3815419208640378e-07,375.30086517333984,443.78783226013184,0.0042808358557522,360.6529235839844,424.7150087356568,0.0029853964224457,352.6260757446289,409.6559715270996,0.0001297042326768,349.0787124633789,396.9645309448242,-0.0026605105958878,347.98484802246094,423.6683464050293,-0.0060676969587802,325.1059341430664,399.7058773040772,-0.0137405013665556,325.67665100097656,379.3743896484375,-0.0165415219962596,334.5904922485352,369.1351318359375,-0.0165673363953828,351.1248779296875,422.6665735244751,-0.0116581451147794,335.32867431640625,392.10179328918457,-0.0190621577203273,343.6004638671875,373.09025287628174,-0.0206254757940769,356.0844421386719,367.4084329605103,-0.0197523180395364,360.2497100830078,421.9141387939453,-0.0167911108583211,349.7281646728516,391.1509609222412,-0.0232538245618343,360.7383346557617,373.72050762176514,-0.0236967578530311,372.93270111083984,368.598690032959,-0.0222151484340429,373.8208770751953,421.7638063430786,-0.0213624574244022,371.64981842041016,397.4249696731568,-0.0267442315816879,379.2543411254883,383.5067081451416,-0.0271923076361417,387.93590545654297,378.4251880645752,-0.0258859544992446
704.0995788574219,540.2117013931274,-5.085238896640477e-08,681.4591979980469,522.7904748916626,0.0044470578432083,655.4222869873047,520.4303884506226,0.0049371835775673,637.9568481445312,528.7584972381592,0.0044606844894587,627.4071884155273,541.1951065063477,0.004354830365628,639.763069152832,517.5469064712524,-0.0042496756650507,609.4715881347656,514.0615367889404,-0.0089845824986696,602.2649002075195,529.4298648834229,-0.0085378754884004,607.8141021728516,543.4249448776245,-0.0061124097555875,640.8409881591797,532.3479795455933,-0.0076862866990268,609.0969848632812,547.6299619674683,-0.0112764174118638,607.0508575439453,561.3417148590088,-0.0076418416574597,613.5533142089844,567.9414939880371,-0.0033122501336038,645.8295440673828,549.6729040145874,-0.0107054114341735,616.8412399291992,567.5477457046509,-0.0134444124996662,615.2817153930664,579.7123575210571,-0.0085215102881193,621.2378692626953,585.5176448822021,-0.0034702310804277,653.5588836669922,566.1593914031982,-0.0131462169811129,630.7366943359375,581.3651132583618,-0.014573429711163,625.2970504760742,590.3771209716797,-0.0108722187578678,626.9733428955078,594.2875671386719,-0.0063581927679479,385.8027267456055,457.8296041488648,1.2258992398983537e-07,371.4517974853516,442.9113292694092,0.0062434454448521,357.5326919555664,422.98388957977295,0.0050252093933522,349.0196990966797,407.7793264389038,0.001800597179681,343.8385772705078,394.8765707015991,-0.0012874149251729,343.3831024169922,421.6187953948975,-0.0052021010778844,320.55908203125,398.4919738769531,-0.0133435195311903,323.5139846801758,377.94633865356445,-0.0160090140998363,334.59571838378906,369.96545791625977,-0.0154593307524919,347.2081756591797,422.636661529541,-0.0117141930386424,334.5048522949219,390.9764671325684,-0.0195542573928833,345.8210754394531,373.17827224731445,-0.0200984571129083,358.4554672241211,370.9612226486206,-0.0180694051086902,356.99573516845703,423.4045457839966,-0.017717108130455,347.77904510498047,392.07351207733154,-0.0244626048952341,358.9826202392578,374.4235038757324,-0.0243014637380838,370.4818344116211,371.1394500732422,-0.0221871919929981,370.9285736083984,423.6958122253418,-0.0229346398264169,370.2628707885742,398.65209102630615,-0.0284693259745836,378.4688186645508,383.9213562011719,-0.0287230256944894,387.1260070800781,379.3764066696167,-0.0271132439374923
